Article Unique Id,Satire Flag,Full Text,,,,,,,,WPS,pronoun,ppron,ipron,prep,verb,conj,adverb,adj,negemo,Period,Comma,Colon,SemiC,QMark,Exclam,Quote,Absurd,Humor

56,0,"FORT MCMURRAY, ALTA....Work in the oilsands never stops: 24 hours a day, seven days a week, Christmas, New Year..È and long weekends.
Little surprise that the residents of Fort McMurray work the longest hours in Canada and earn the highest average annual household income: $191,507.
Because it..È a 24-7 economy, it..È not unusual to see pickup trucks lined up at the Tim Hortons drive-thru at 5 in the morning and continuing for the rest of the day. Earlier this year, the long lines were creating traffic hazards so the RCMP handed out $172 tickets to vehicles blocking adjacent roads.
Those Tim Hortons, McDonald..È, Burger King, Wendy..È and A&W outlets are an essential part of life in hectic ...Fort Mac.. and, for the most part, they depend on temporary foreign workers, who earn between $15 and $18 an hour.
May, 36, who has been in Canada for three years, says she was recruited from the Philippines to work at a fast food counter.
...But I didn..È like it, so I switched and became a nanny...
With the long work hours, and the number of households where both parents work in the oilpatch, there is a high demand for domestic help.
Earlier this year, Sara Dorow, a sociologist at the University of Alberta, completed a study of nannies working in Fort McMurray.
She estimates there are 600 to 1,000 nannies. Parents with two preschool-aged children save an average of $6,970 a year by hiring one. And the savings are greater with more children. Licensed daycare, if you can find it, costs between $1,300 and $2,000 a month for each space, she told the Edmonton Journal.
Wages for a nanny can run anywhere between $12 and $20 an hour.
Eighty per cent of families with nannies have at least one spouse working at an oilsands plant. ...In other words, the oilsands industry is dependent on the sort of flexibility and consistency provided to its workers by live-in caregivers,.. says Dorow.
Temporary foreign workers can also be found at Canadian Tire and Sobeys. Some, such as Luis, 49, drive trucks loaded with water to surrounding work camps. Others help to build the work camps or are employed as cleaners and housekeeping staff in the camps.

The Athabasca river flows past the growing suburbs of Fort McMurray, Alta. Temporary foreign workers have helped propel the city's booming economy, but recent rule changes have made it harder for them to stay on a long-term basis.

Most of the temporary foreign workers in Fort McMurray are from the Philippines, often sending money to their children and families back home.
Jonathan, 34, came to Canada five years ago and became a Canadian citizen in July. The truck driver says he sends 40 per cent of his earnings to the Philippines because his brother needs kidney dialysis.
He and 10 guest workers live in a small bungalow near the city centre. They pay rent totalling $5,800 a month.
Alma was a cleaner in Fort Mac. Even though she had worked in Canada for four years, she was sent back to the Philippines earlier this year after the federal government revised guest worker rules.
Before she left, she and some co-workers filed a complaint with their employer about overtime that was owed. The co-workers were subsequently fired.
Last year, the federal government announced changes to make it more difficult for temporary foreign workers to stay here on a long-term basis. Fort McMurray employers were outraged.
Wayne Bigelow, vice-president of operations for the three Tim Hortons franchises, told Fort McMurray Today that franchises might have to reduce hours and even close on certain days of the week.
...I think it will be mayhem in Fort McMurray if the temporary foreign workers have to leave,.. says Jennifer Best, executive director of YMCA community programs.
Best estimates there are 3,500 guest workers in Fort McMurray alone staffing fast food chains, hotels and work camps.
Not everyone is happy about the presence of so many temporary workers. Earlier this year, the Fort McMurray Airport Authority announced it was planning to lay off permanent, unionized cleaning and security staff in favour of hiring guest workers at lower pay.
A telephone poll conducted by Environics on behalf of the Alberta Federation of Labour found 89 per cent of respondents were opposed to the plan. Fifty-four per cent thought the airport CEO should be fired.
In the end, the workers were laid off and offered their jobs back at a lower rate. And the new contractor was encouraged to hire Canadians first.
Temporary foreign workers may have become a necessity in Fort McMurray, but they are not always popular.",,,,,,,,18.79,5.58,2.79,2.79,13.94,10.77,4.82,2.79,4.44,1.14,5.45,6.72,0.25,0,0,0,1.01,0,0

57,0,"The federal government says it now has the power to revoke the citizenship of some Canadians convicted of terrorism, treason or espionage.
A controversial new law, first introduced last June, went into effect on Friday.
The Ministry of Citizenship and Immigration says there are several serious crimes that could result in dual citizens losing their Canadian status.
The ministry says it would revoke citizenship for anyone found guilty of terrorism, treason and high treason, and spying for a foreign government.
The rules would also apply to dual citizens who take up arms against Canada by fighting in a foreign army or joining an international terrorist organization.
The new law has met with strong public criticism, and two Ontario lawyers have already launched a court case arguing it is unconstitutional.
Immigration Minister Chris Alexander argued the new rules are meant to confront what he described as the ...ever-evolving threat of jihadi terrorism...
...Our government knows that there is no higher purpose for any government than to ensure the safety and security of its citizens and we have never been afraid to call jihadi terrorism exactly what it is,.. Alexander said Friday in Toronto.
He said the changes to the Citizenship Act will ensure that ...those who wish to do us harm will not be able to exploit their Canadian citizenship to endanger Canadians or our free and democratic way of life...
Critics have expressed concerns about the way in which the new law could be applied to certain high-profile cases.
When they were first announced, the New Democrats extracted a promise from the government that the new rules would not be used to target Egyptian-Canadian journalist Mohamed Fahmy, who was then a dual citizen.
Fahmy was convicted of supporting a terrorist group in a widely-denounced trial held in Egypt and was originally sentenced to seven years.
The Al Jazeera television producer later gave up his Egyptian citizenship in an unsuccessful bid to be deported back to Canada and is currently undergoing a new trial on terrorism charges.
In a letter to Prime Minister Stephen Harper, NDP Leader Tom Mulcair argued that Fahmy..È case highlighted the risks inherent in the new legislation.
In October, Toronto-based lawyers Paul Slansky and Rocco Galati launched a constitutional court challenge against the new law. Federal Court Judge Donald Rennie dismissed the case earlier this year.",,,,,,,,24.62,7.36,2.54,4.82,12.44,11.93,4.31,2.79,5.33,5.33,4.06,2.79,0,0,0,0,1.52,1,0

58,0,"OTTAWA...Conservative Leader Stephen Harper says his government ordered an audit of Syrian refugees admitted to Canada to ensure security concerns were being addressed but has denied a report that his political staff were involved in vetting and approving applications.
The plight of Syrian refugees ... and Canada..È response to the crisis ... blew up on the campaign trail Thursday with a report that Conservatives delayed the intake of vulnerable refugees from war-torn Syria in the spring as the prime minister..È office got directly involved in processing immigration files.
The Globe and Mail reported that the Prime Minister..È Office intervened in the processing of Syrian refugees and declared that all applicants referred by the United Nations would require Harper..È approval.
Such files are normally handled by Citizenship and Immigration officials.
CTV News, quoting Citizenship and Immigration insiders, reported Thursday night that the PMO went through Syrian refugee applications to ensure that religious minorities such as Christians were being accepted over applications from Shia and Sunni Muslims.
The Conservatives told CTV that potential security threats prompted the delay of applications. But Citizenship and Immigration sources told the network that politics were also an influencing factor.

CTV reported that PMO staff reviewed the files to ensure the right refugees were accepted, such as those with established communities in Canada, which Conservatives could hopefully attract into their fold.
Earlier Thursday, Harper strenuously denied the suggestion that his staff were involved, saying they had no role in approving applications.
...Political staff are never involved in approving refugee applications. Such decisions are made by officials in the Department of Citizenship and Immigration,.. Harper said at the start of a speech to a Vancouver-area audience.
The Globe and Mail also reported that the intake of Syrian refugees was paused as the government did an audit of the initial batch of 1,300 refugees accepted into the country.
Only UN-referred refugee files were audited as the government knows less about those cases when they arrive for processing than they do about refugees being brought to Canada by private groups, said a government source speaking on the condition of anonymity because they were not authorized to publicly discuss the system, Canadian Press reported.
Harper confirmed his office asked for an audit to confirm the government..È goals were being met.
...Our government has adopted a generous approach to the admission of refugees while ensuring the selection of the most vulnerable people and keeping our country safe and secure,.. Harper said.
Harper said his office asked for an audit to ensure ...these policy objectives are being met.
An official told the Star Thursday that the audit was sparked in part by open reports and intelligence reports raised concerns that Islamic State fighters were ...actively.. trying to infiltrate the flood of migrants and make their way to western countries.
...That is a very real concern,.. said the official, who spoke on condition of anonymity.
The audit meant a pause of the intake of government-sponsored refugees for several weeks, but private sponsorships continued uninterrupted, the official said.
He said the audit was a ...look at the process, not the worthiness of any particular file...
Still, Harper..È political rivals were quick to jump on reports of his alleged involvement, warning that it may have delayed help to desperate refugees.
...Now, we learn it was Stephen Harper, himself, who prevented the arrival of Syrian families into Canada in the worst Syrian refugee crisis since World War II,.. NDP Leader Thomas Mulcair said during a morning campaign stop in Toronto.
Liberal Leader Justin Trudeau said the news report was further proof of Harper..È meddling instincts and said it was another reason to toss the Conservatives out of government in the coming election.
Loly Rico, president of the Canadian Council of Refugees, said the latest news could explain why Canada has been slow to accept refugees fleeing the civil war-torn country.
...Now, it..È understandable how low numbers on the resettlement will come in this year, because they delayed the process of selection, and also they..Èe selecting what type of refugees they (want),.. Rico told the Star.
Lorne Waldman of the Canadian Association of Refugee Lawyers said the PMO..È alleged intervention strongly suggested that it was the Conservative government..È plan to only take in Christian minorities from war-torn Syria.
...Canada..È response to the crisis had been pathetic because we..È been preventing people from coming,.. Waldman said.
According to Waldman, all refugee applicants have to undergo security checks and some are then referred to an ...enhanced security check,.. if they fall under certain profiles, based on age or personal history.
Hanna Al-Khoulani of Mississauga have been waiting for 18 months on her refugee sponsorship for her nephew now stranded in Ivory Coast; she said she was surprised to learn Ottawa had put a hold on the government-assisted refugee program amid the PMO audit.
...The government has to do what it has to do, but they should have informed the public about it instead of keeping it a secret. That said, they should have continued the processing while they were doing the audit,.. she said. ...Any delay is unacceptable because so many people..È lives are in their hands...
Ratna Omidvar, of Lifeline Syria and Global Diversity Exchange, said that political interference on individual files would be ...highly unusual.. especially since the United Nations refugee agency has already vetted the cases.
She said the cases referred to Canada for settlement are usually ...highly vulnerable...
...So a family in some gravity of danger is being left in limbo when it should be in safety,.. Omidvar said. ...The real issue is how fast we can bring refugees in fear of their lives to safety...
Brian Dyck, chair of the Council of The Canadian Refugee Sponsorship Agreement Holders Association, said his group had been asking immigration officials since last year why there were so few profiles of Syrians in the selected pool for resettlement.
...We had no idea they had stopped processing UNHCR referred cases. There was no hint of a concern about security in our conversations,.. Dyck told the Star.
Immigration Minister Chris Alexander said that the intake of refugees was paused so the government could ensure that ...appropriate referral and screening procedures.. were in place.
...Starting a new refugee resettlement program in a volatile conflict zone poses particular challenges,.. Alexander said in a statement provided to the Star.
He called it a ...prudent.. step to ensure the integrity of the refugee system.",,,,,,,,25.64,7.24,3.53,3.71,13.56,14.86,4.46,3.34,2.6,1.58,3.9,3.9,0,0.09,0,0,3.62,0,0

59,0,"PETERBOROUGH, ONT....A former MP who spoke for Prime Minister Stephen Harper when it came to electoral-fraud allegations was sentenced Thursday to one month in jail and barred from running for office for five years for ...cheating.. during an election campaign.
Dean Del Mastro deliberately broke spending rules then tried to cover up his crime, said Superior Court Justice Lisa Cameron, who ruled that incarceration was appropriate for the first-time offender.
...He was prepared not only to break the rules but to be deceitful about it,.. Cameron said.
...This type of cheating and lying will result in serious sanctions...
Cameron convicted the former Conservative MP for Peterborough last fall of violating the Canada Elections Act during the 2008 federal election. She found he had knowingly exceeded spending limits, failed to report a personal contribution of $21,000 to his campaign, and submitted a falsified document.
The offences were the very ...antithesis.. of democracy and an ...affront.. to the principles of Canada..È democratic system, Cameron said.
Disgraced former Conservative politician Dean Del Mastro finds out Thursday in a Peterborough, Ont., court if he will have to go to jail. Del Mastro is shown talking to media as he leaves court for lunch break at a sentencing hearing in Peterborough In January.
FRED THORNHILL / THE CANADIAN PRESS
Disgraced former Conservative politician Dean Del Mastro finds out Thursday in a Peterborough, Ont., court if he will have to go to jail. Del Mastro is shown talking to media as he leaves court for lunch break at a sentencing hearing in Peterborough In January.

...Custody is required to reflect the need for denunciation and deterrence...
Cameron refused a defence request to allow him to serve his jail time intermittently.
In addition to two one-month jail terms he will have to serve concurrently for the overspending, Cameron also imposed four months of house arrest, to start after he is released, for the false return he filed.
He will also have to pay $10,000 to the Peterborough Electoral District Association, and will be on probation for 18 months.
Del Mastro, 44, has already filed an appeal of the conviction and was to apply for bail at a hearing Friday. He was led away after the sentencing in handcuffs and shackles before being taken to a jail in nearby Lindsay. His wife was in tears.

Accountant Richard McCarthy, 68, who was Del Mastro..È agent, was given a two-month conditional sentence plus one year of probation for his role. Cameron said McCarthy had acquiesced to the machinations ... or at least was ...wilfully blind.. to them ... but was much less culpable.
Once Harper..È point man defending the Tories against allegations of electoral fraud, Del Mastro has maintained his innocence and once called the verdict the judge..È opinion. Going into the day..È proceedings, he said he was not worried by the prospect of a jail term.
...I prefer to do whatever..È necessary to stand for the truth,.. he said.
In Ottawa, the New Democrats called Del Mastro the man Harper ...handpicked.. to be his party..È spokesman on ethics and noted other Tories have also been convicted for electoral fraud.
...Conservatives have now been convicted of cheating in every election they won,.. the NDP said in a statement.
Michael Sona, a former Conservative staffer, was convicted last year in the 2011 robocalls scandal. The Conservative Party pleaded guilty to exceeding election spending limits and submitting fraudulent election records in the 2006 election.
Federal Infrastructure Minister Denis Lebel said he didn..È think Del Mastro..È conviction and sentence would affect the Conservative banner.
...I think Canadians will be able to make the distinction between an individual and a political party,.. he said in Quebec City.
Following the sentencing, Del Mastro..È lawyer expressed disappointment at the punishment. His client, Leo Adler said, was stunned.
...It..È a shock to anybody who has gone through their life without a single criminal blemish to all of a sudden be told that you have to go to jail,.. Adler said outside court.
Prosecutor Tom Lemon said justice had been served by imprisoning Del Mastro.
...Anything short of that would not have adequately denounced these offences,.. Lemon said.
Del Mastro resigned his Peterborough seat in the House of Commons ... where he had been sitting as an Independent since being charged ... shortly after his conviction.
Adler said the appeal would be based on ...substantial errors.. made by the trial judge.
Cameron said she took the impact of the negative publicity visited on Del Mastro and his family into account in crafting his punishment. But at least one local man, sitting at the courthouse, said he would vote for Del Mastro if he ran as an Independent.",,,,,,,,20.55,7.04,5.12,1.92,16.13,15.11,3.97,1.41,3.71,2.94,5.25,4.74,0,0,0,0,3.59,0,0

60,0,"The Conservative candidate who finds himself at the centre of controversy over Canada..È response to the European refugee crisis is a respected former diplomat who is considered a rising star in Stephen Harper..È government.
Chris Alexander, the candidate for Ajax-Pickeringand Harper..È minister of citizenship and immigration, temporarily dropped his re-election campaign on Thursdayafter poignant photos Alan Kurdi, a Syrian boy who drowned off the coast of Turkey, were seen around the world. In an email to the Star, Alexander said he was returning to Ottawa to be briefed on the migrant crisis.
A call to Alexander..È campaign headquarters Thursday was answered by a staffer who said that the office was ...fully operational.. while Alexander was away. ...We..Èe here, we have door knockers out,.. said campaign worker Stephanie Keron.
Before entering politics, Alexander, 46, made a name for himself in the world of international diplomacy. He worked in the foreign service for 18 years, posted first to Moscow and later Afghanistan, where he became Canada..È first resident ambassador.
After meeting his wife and starting a family in Kabul, in 2009 he quit diplomacy to return to Canada, where he decided to run for office. In 2011, he beat Liberal incumbent Mark Holland to become MP for the riding of Ajax-Pickering, and despite his age and inexperience as an MP, was appointed to cabinet two years later.
As minister of citizenship and immigration he presided over sweeping reforms to Canada..È immigration system that he said were necessary to eliminate fraud and wasteful spending, but that were heavily criticized by refugee advocates and opposition parties. The reforms included reducing social assistance to refugees, and imposing stricter conditions on obtaining Canadian citizenship. One reform, which limited refugee claimants..Èaccess to public health care, was struck down last year by the Federal Court, which deemed it ...cruel and unusual...
Alexander stood by the changes to Canada..È immigration regime, however, telling the Star last year: ...Canadians are proud of the reforms we..Èe brought to the immigration system. It..È far better now than it was in 2006...
On Wednesday night, as photos of 3-year-old Alan Kurdi..È lifeless bodywere already being seen around the world, Alexander defended Canada..È response to the refugee crisis on the CBC, saying the country is ...a model of humanitarian action.. and was ...dramatically.. increasing the number of refugees from Iraq and Syria that it would take in.
...We are continuing to act, to be at the forefront of humanitarian response,.. he said.
NDP candidate Fin Donnelly told The Canadian Press that the Kurdi family had been trying to come to Canada, and Donnelly had personally asked Alexander to look into the case. The child..È aunt, Tima Kurdi, lives in B.C., and later told the press she had unsuccessfully tried to bring one of her brothers, Mohamad, to Canada, but had never applied to help Alan..È family travel here. Alan was the son of her brother Abdullah. Abdullah..È wife and their 5-year-old son, Ghalib, also perished off the Turkish coast.
Alexander returned to CBC television on Thursday and acknowledged that Donnelly had given him a letter from Tima Kurdi regarding Mohamad..È application. Alexander said he ...noted that there was urgency.. to the letter but that he didn..È interfere in the application process.
...I have a responsibility as a minister not to be personally involved in decisions,.. he said, ...to ensure that they are all treated equally...
According to immigration officials, Mohamad..È application was returned as incomplete because it didn..È contain proof of his refugee status from the UNHCR or a foreign country.
Alexander denied media reports that the Canadian government had offered Abdullah citizenship after learning of his family..È fate. Alexander said it would be inappropriate for him to personally offer Abdullah assistance, but stated, ...Our visa programs, our visitor programs, and our refugee programs are available to all Syrians...",,,,,,,,24.77,8.7,5.28,3.42,15.84,13.51,4.81,2.02,3.11,0.62,4.35,6.99,0.16,0,0,0,3.42,1,0

61,0,"Lockheed Martin...s $9 billion purchase of Sikorsky Aircraft, the helicopter manufacturer, is part of a larger effort at Lockheed to focus more intently on military hardware than on less profitable government services.

At the same time that it announced on Monday that it would buy Sikorsky from the United Technologies Corporation, Lockheed also said that it would consider spinning off or selling much of its business that provides information technology services to government agencies.

Lockheed said those parts of its business employ 17,000 people and earn roughly $6 billion in annual sales ... much of it coming from federal agencies outside the military and intelligence communities.

That business generally has lower profit margins than Lockheed..È more traditional work of building satellites, warplanes and missiles, and its sales have dropped in recent years as the government has cut spending on information technology and encouraged more competition from smaller firms. Lockheed said it would continue to supply technical services to military and intelligence customers.

The deal for Sikorsky, which makes the popular Black Hawk helicopters and is based in Stratford, Conn., would further bolster Lockheed..È status as the world..È biggest military contractor by adding another major business line to its varied lines of military equipment, including the F-35 fighter jet.

The transaction will be structured in a way that generates a tax benefit of about $1.9 billion for Lockheed Martin and its shareholders, effectively reducing the purchase price to $7.1 billion, Lockheed says.

The Sikorsky business, which had been part of United Technologies for decades, recorded net sales of $7.5 billion in 2014 and employed more than 15,000 people.

Marillyn Hewson, chairwoman, president and chief executive of Lockheed Martin, said in a news release that Sikorsky was ...a natural fit.. for Lockheed Martin, which had worked on helicopter projects with Sikorsky but did not build helicopters on its own. She added that Lockheed..È reconsideration of its technology services businesses stemmed from the ...recent shifts in market dynamics...

The Sikorsky deal is subject to regulatory approval and is expected to close by late fourth quarter 2015 or early first quarter 2016.

The combination of Lockheed and Sikorsky will most likely be scrutinized by the United State Defense Department, which has indicated that it wants to preserve competition among military contractors. Ms. Hewson told analysts on Monday that the company did not expect to run into government opposition since the deal would not reduce the number of companies that make military helicopters.

Boeing, Bell Helicopter and AgustaWestland, which is headquartered in Italy, also build helicopters for the Pentagon.

Lockheed says it expects to add Sikorsky to its Mission Systems and Training business segment after the deal. Sikorsky..È commercial helicopter business has suffered recently, as the drop in oil prices has cut into its business with oil and gas companies.

Bruce Tanner, Lockheed..È chief financial officer, told analysts on Monday that he expected Sikorsky..È business to turn around over the next several years.

The sale came after a review of strategic alternatives for the 90-year-old Sikorsky business that United Technologies conducted this year.

In June, United Technologies said that it was considering selling or spinning off the business this year. That same month, Sikorsky said that it planned to cut up to 1,400 jobs, or about 9 percent of its work force.

Divesting itself of Sikorsky would help simplify the business mix of United Technologies, whose products include Otis elevators, Carrier air-conditioners and Pratt & Whitney jet engines.

Based in Hartford, United Technologies posted net sales of $65.1 billion as of Dec. 31, 2014.

Founded on Long Island in 1925, Sikorsky manufactures and services military and commercial helicopters and fixed-wing aircraft. In 1929, it was acquired by the predecessor of United Technologies, United Aircraft and Transport Corporation.

In addition to Black Hawks, Sikorsky makes a range of commercial and military helicopters, including the S-76 and the S-92 commercial helicopters and the Seahawk military helicopter. It is also developing the CH-53K heavy-lift helicopter for the Marine Corps and the HH-60W combat rescue helicopter for the Air Force.

Last year, Sikorsky won the contract to build the next generation of Marine One helicopters, which are used to transport the president.

Lockheed Martin, based in Bethesda, Md., produces a wide variety of military and aerospace equipment. It posted net sales of $45.6 billion in 2014.",,,,,,,,24.3,7.13,0.27,6.86,15.23,8.64,5.08,0.96,4.8,0.96,4.53,6.04,0,0,0,0,0.69,0,0

63,0,"MOUNTAIN VIEW, Calif. ... Early this year, Google unveiled renderings of several clear, tent-like buildings that would replace its current Silicon Valley headquarters, known as the ...Googleplex... Renderings may be about as far as the idea is likely to go.

In a blow to Google..È expansion plans, on Tuesday the Mountain View City Council voted to give the search giant roughly a quarter of the office space it had requested for the project, and instead awarded the lion..È share of the city..È future office development ...- 1.5 million square feet ...- to LinkedIn.

Google received about 500,000 square feet, or about enough to build one of the four buildings it had proposed.

...We know the City Council had a tough decision to make last night and thank them and our community for more than six hours of debate,.. said David Radcliffe, Google..È vice president of real estate, in an emailed statement. He added that the company would ...continue to work with the City on Google..È future in Mountain View...

The vote was part of a years-long plan for how to redevelop Mountain View..È North Bayshore area, a mass of low-slung office parks that surrounds Google..È headquarters and is separated from Mountain View proper by Highway 101. At issue was how to allot just over 2 million square feet of future office space, as well as how to build more housing ...- particularly affordable housing ...- in a region that badly needs it.

Underscoring this, during an earlier portion of the meeting several Mountain View residents, including a Google engineer named Brandon Jones, protested their imminent eviction from a townhouse development that was recently acquired by a developer.

Google..È proposal was to tear down parts of its campus and replace it with a series of airy buildings with translucent roofs and modular interiors that could be moved around and reconfigured like Lego bricks. It was designed by a superstar duo of Heatherwick Studio, a London design firm known for works like the fiery caldron at the 2012 Olympics, and Bjarke Ingels, a Danish architect known for his innovative designs.

For LinkedIn, it was a David vs. Goliath victory that was the result of several savvy moves and a project that was ambitious but not too ambitious. At the same time, it showed how Google..È size ...- it is the city..È largest taxpayer, largest employer and owns three Empire State buildings worth of Mountain View real estate ...- has become a liability in its hometown.

Indeed, one of LinkedIn..È selling points was that it would ...preserve business diversity,.. meaning it would reduce Mountain View..È dependence on Google.

LinkedIn currently leases just under 400,000 square feet in North Bayshore, with a lease that runs out in 2023. Hoping to stay in the area, last year it bought a seven-acre parcel with hopes of developing a new mixed-use development in partnership with a local developer who owns the adjacent land.

That land ...is the singular place in Mountain View where we could eventually develop and have enough space for our company without being encumbered by expensive leases, with rates being driven by companies larger and growing faster than ours,.. said Jim Morgensen, LinkedIn..È vice president of global workplace services, in his 10-minute presentation to the council.

Compared to Google..È clear, space-age headquarters, LinkedIn..È proposal, called the Shoreline Commons, was quite modest. It would be a cluster of offices and retail, including a movie theater and a gym with a pool and a basketball court, along with several bike and pedestrian paths. But modesty was part of the pitch.

...We are doing this without asking for any variances in heights or density, with a project that can be built now with existing technology and union labor,.. Mr. Morgensen told the council. It was a not-so-veiled reference to Google..È plan, which required height exceptions and engineering technologies that have not yet been developed.

LinkedIn also made the savvy move of partnering with an affordable housing developer, which aims to build new housing projects nearby. Google also had plans to develop housing and is still likely play a role in whatever housing plan emerges, as it owns most of the land in North Bayshore.

Despite the vote, this may not be the end of Google..È hope to build something new. They could still tear down some of their property and rebuild to a smaller footprint than what they asked for on Tuesday. Also, the council has set up a process for developers to ask for more office space in the future, so long as it doesn..È add traffic to the area.

...The numbers last night are not the end of the story,.. said Ken Rosenberg, a Mountain View city councilman who last night voted to delay the process until housing can be added.",,,,,,,,27.59,7,1.75,5.25,16.25,10.75,5.12,3.25,5.25,0.62,3.88,5.88,0,0,0,0,1.75,1,0

64,0,"Over the years, donors gave millions of dollars to the National Children..È Leukemia Foundation, perhaps motivated by brochures or telemarketing pitches describing the charity..È bone marrow registry or its cancer research building.

Neither of those things existed, the New York State attorney general..È office said in a petition filed in State Supreme Court in Brooklyn on Monday.

The petition seeks to shut down the Brooklyn-based foundation and recover money that the attorney general..È office said had been raised fraudulently.

The petition said the foundation had paid exorbitant fees for telemarketing and direct-mail fund-raising campaigns ... more than 80 percent of the $9.7 million that the charity collected from mid-2009 to mid-2013. It paid out only $57,451 in ...direct cash assistance to leukemia patients.. in that time, the documents said.

...Nothing is more shameful than pocketing millions of dollars donated by good-hearted people who just wanted to help children afflicted with a terminal illness,.. the attorney general, Eric T. Schneiderman, said.

Even the foundation..È Make a Dream Come True program for children with cancer was mostly a mirage, according to investigators. The foundation..È website, which appears to have been taken down last year, said the program arranged family trips and introductions to celebrities. A telemarketing script used in fund-raising efforts said the program sent children to places like Disney World.

But the court petition said the foundation had spent nothing on the program since March 2009, and only $7,866 in 12 months before that.

Investigators said the foundation amounted to a one-man operation doing business from the basement of a home in the Bergen Beach section of Brooklyn.

That one man, the petition said, was Zvi Shor, who started the foundation in 1991 after losing a son to leukemia. The court papers said Mr. Shor, who ran a construction and plumbing business, had paid himself $595,000 in salary and $600,000 in deferred compensation from 2009 to 2013, along with the promise of a lifetime pension of more than $100,000 a year.

The petition illustrated some of the difficulties of regulating nonprofit organizations, a responsibility that falls to the attorney general..È charities bureau. New York State does not have a law making charities fraud a crime, and criminal prosecutions usually involve larceny, embezzlement or tax fraud.

The foundation..È telephone number has been disconnected, and calls to Mr. Shor..È personal line went unanswered on Monday. Mr. Shor..È lawyer, Douglas Gross, said that he had not seen the petition but that Mr. Shor denied any wrongdoing.

...We do not believe that any of the attorney general..È allegations have any substance,.. Mr. Gross said. ...Mr. Shor began this charity and ran it with the best of intentions...

Mr. Shor..È title was president of the foundation until 2010, when, the court papers said, he ...nominally resigned that position.. after it became known that he had been convicted of bank fraud in 1999.

The court papers said Yehuda Gutwein, the foundation..È accountant, became president but Mr. Shor continued to control the decision-making. Mr. Shor remained so much in charge, the court papers said, that Mr. Gutwein did not know who the foundation..È directors were. When lawyers from the charities bureau handed him a list of the directors, he said he had ...no idea who these people are...

Mr. Gutwein, reached for comment on Monday, said his lawyer would be in touch.

The petition said Mr. Shor admitted to investigators that the foundation never had a registry for bone marrow donors. The court papers said the foundation..È activities about bone marrow work ...were limited to him encouraging callers to become donors, and referring people to their local blood bank...

Mr. Shor also claimed the foundation was ...banking stem cells.. in liquid nitrogen at extremely cold temperatures, the petition said. But he told investigators that the foundation had never collected or stored what is known as cord blood.

The petition said that when Mr. Gutwein became president, Shlomo Donn, who had spent his entire career working for Mr. Gutwein, became the foundation..È accountant. The court papers said that Mr. Donn repeatedly signed financial forms that must be filed with the attorney general..È charities bureau every year, but did no audits.

A call seeking comment on Monday was answered by Mr. Donn..È wife, who said he was not at home and could not be reached.

The petition said the foundation had transferred $655,000 to an Israeli organization that Mr. Shor set up, supposedly for research. Some of the money went to one medical researcher there, the petition said, but the foundation did not provide records showing how much.

In 2012, Mr. Shor and his wife at the time, Susan Gardin, who also worked for the foundation, delivered a PowerPoint presentation in London that showed a building in Israel labeled ...Biomedical Cancer Research Center... But Mr. Shor later told investigators the lettering had been superimposed on the photograph. Ms. Gardin was quoted in the petition as saying that the Israeli organization had bought part of one floor in the building, not the entire building.

The petition also said the foundation had paid for more than $30,000 in personal expenses for Mr. Shor, including $16,615 for gasoline and tolls and $9,000 for supplies used to renovate his house",,,,,,,,23.24,6.12,1.81,4.3,12.68,13.82,4.08,2.38,3.06,0.79,6.68,6.68,0,0,0,0,2.04,0,0

65,0,"After the weekend publication of an article in The New York Times about his company..È management practices, Jeff Bezos, chief executive of Amazon, sent this message to all employees, linking to the Times article and a counterpoint written on LinkedIn:

Dear Amazonians,

If you haven..È already, I encourage you to give this (very long) New York Times article a careful read.

I also encourage you to read this very different take by a current Amazonian.

Here..È why I..È writing you. The NYT article prominently features anecdotes describing shockingly callous management practices, including people being treated without empathy while enduring family tragedies and serious health problems. The article doesn..È describe the Amazon I know or the caring Amazonians I work with every day. But if you know of any stories like those reported, I want you to escalate to HR. You can also email me directly at jeff@amazon.com. Even if it..È rare or isolated, our tolerance for any such lack of empathy needs to be zero.

The article goes further than reporting isolated anecdotes. It claims that our intentional approach is to create a soulless, dystopian workplace where no fun is had and no laughter heard. Again, I don..È recognize this Amazon and I very much hope you don..È, either. More broadly, I don..È think any company adopting the approach portrayed could survive, much less thrive, in today..È highly competitive tech hiring market. The people we hire here are the best of the best. You are recruited every day by other world-class companies, and you can work anywhere you want.

I strongly believe that anyone working in a company that really is like the one described in the NYT would be crazy to stay. I know I would leave such a company.

But hopefully, you don..È recognize the company described. Hopefully, you..Èe having fun working with a bunch of brilliant teammates, helping invent the future, and laughing along the way.

Thank you,

Jeff",,,,,,,,17.05,13.27,9.57,3.7,10.49,16.98,4.94,5.86,5.86,2.16,5.86,6.48,0.31,0,0,0,0,0,0

